date,day_of_week,month,year,quarter,revenue,sales,expenditure,profit,profit_margin,cumulative_revenue,cumulative_profit,revenue_growth_rate,profit_growth_rate,rolling_avg_revenue_7d,rolling_avg_revenue_30d
2022-07-14,Thursday,July,2022,Q3,66800,74959,36905,29895,44.75,27002445,8170392,30.586073425343073,123.09701492537313,58195.142857142855,59814.76666666667
2022-07-15,Friday,July,2022,Q3,71753,56528,35821,35932,50.08,27074198,8206324,7.414670658682643,20.194012376651614,57993.142857142855,59813.46666666667
2022-07-16,Saturday,July,2022,Q3,41014,36854,32669,8345,20.35,27115212,8214669,-42.84002062631528,-76.77557608816655,57613.42857142857,58773.9
2022-07-17,Sunday,July,2022,Q3,38258,40942,35636,2622,6.85,27153470,8217291,-6.7196567025893605,-68.57998801677651,58642.57142857143,57813.0
2022-07-18,Monday,July,2022,Q3,66227,62192,36208,30019,45.33,27219697,8247310,73.10627842542736,1044.8893974065597,58392.857142857145,58941.63333333333
2022-07-19,Tuesday,July,2022,Q3,71636,83982,35571,36065,50.34,27291333,8283375,8.167363764023738,20.140577634165034,58120.28571428572,59956.86666666667
2022-07-20,Wednesday,July,2022,Q3,73632,79022,50133,23499,31.91,27364965,8306874,2.78630855994193,-34.84264522390129,61331.42857142857,58670.8
2022-07-21,Thursday,July,2022,Q3,71731,73893,33255,38476,53.64,27436696,8345350,-2.5817579313342054,63.73462700540449,62035.857142857145,58560.1
2022-07-22,Friday,July,2022,Q3,53162,46681,39765,13397,25.2,27489858,8358747,-25.886994465433354,-65.1808919846138,59380.0,58239.26666666667
2022-07-23,Saturday,July,2022,Q3,31875,26450,34707,-2832,-8.88,27521733,8355915,-40.04175915127347,-121.13906098380234,58074.42857142857,56812.1
2022-07-24,Sunday,July,2022,Q3,41571,35735,32934,8637,20.78,27563304,8364552,30.418823529411764,-404.97881355932196,58547.71428571428,55788.13333333333
2022-07-25,Monday,July,2022,Q3,54913,51461,37107,17806,32.43,27618217,8382358,32.09448894662144,106.15954613870558,56931.42857142857,56354.9
2022-07-26,Tuesday,July,2022,Q3,71218,61566,39574,31644,44.43,27689435,8414002,29.69242255932112,77.71537683926766,56871.71428571428,57213.5
2022-07-27,Wednesday,July,2022,Q3,72121,81974,38376,33745,46.79,27761556,8447747,1.2679378808728048,6.6394893186702,56655.857142857145,57529.666666666664
2022-07-28,Thursday,July,2022,Q3,52083,59213,35616,16467,31.62,27813639,8464214,-27.783863229849835,-51.20165950511186,53849.0,57108.333333333336
2022-07-29,Friday,July,2022,Q3,67763,58412,35200,32563,48.05,27881402,8496777,30.10579267707314,97.74700916985486,55934.857142857145,56910.8
2022-07-30,Saturday,July,2022,Q3,43088,49355,39270,3818,8.86,27924490,8500595,-36.41367708041261,-88.27503608389891,57536.71428571428,55925.5
2022-07-31,Sunday,July,2022,Q3,31057,27573,37707,-6650,-21.41,27955547,8493945,-27.921927218715194,-274.1749607124149,56034.71428571428,55174.76666666667
2022-08-01,Monday,August,2022,Q3,65189,70080,37455,27734,42.54,28020736,8521679,109.90114949930772,-517.0526315789473,57502.71428571428,56237.3
2022-08-02,Tuesday,August,2022,Q3,68324,58188,34403,33921,49.65,28089060,8555600,4.809093558729227,22.308357972164128,57089.28571428572,57426.5
2022-08-03,Wednesday,August,2022,Q3,60337,68919,39759,20578,34.11,28149397,8576178,-11.68988935074059,-39.335514872792665,55405.857142857145,57630.3
2022-08-04,Thursday,August,2022,Q3,54570,64372,38901,15669,28.71,28203967,8591847,-9.55798266403699,-23.855573913888616,55761.142857142855,57498.333333333336
2022-08-05,Friday,August,2022,Q3,56694,64327,34216,22478,39.65,28260661,8614325,3.8922484881803276,43.45523007211691,54179.857142857145,57567.86666666667
2022-08-06,Saturday,August,2022,Q3,33927,34377,35848,-1921,-5.66,28294588,8612404,-40.15768864430098,-108.54613399768662,52871.142857142855,56650.3
2022-08-07,Sunday,August,2022,Q3,32161,32619,33346,-1185,-3.68,28326749,8611219,-5.205293718866977,-38.31337844872462,53028.857142857145,55283.433333333334
2022-08-08,Monday,August,2022,Q3,50604,42764,37087,13517,26.71,28377353,8624736,57.34585367370417,-1240.675105485232,50945.28571428572,55514.5
2022-08-09,Tuesday,August,2022,Q3,55833,62349,35234,20599,36.89,28433186,8645335,10.333175243063785,52.393282533106465,49160.857142857145,56340.46666666667
2022-08-10,Wednesday,August,2022,Q3,62097,64352,36030,26067,41.98,28495283,8671402,11.219171457740051,26.544977911549104,49412.28571428572,56144.53333333333
2022-08-11,Thursday,August,2022,Q3,53484,57389,35075,18409,34.42,28548767,8689811,-13.870235277066524,-29.378140944489207,49257.142857142855,55475.86666666667
2022-08-12,Friday,August,2022,Q3,57987,59679,32934,25053,43.2,28606754,8714864,8.419340363473182,36.09104242490086,49441.857142857145,55703.63333333333
2022-08-13,Saturday,August,2022,Q3,41241,43131,37028,4213,10.22,28647995,8719077,-28.878886647007086,-83.18365066059953,50486.71428571428,54851.666666666664
2022-08-14,Sunday,August,2022,Q3,36324,36704,37795,-1471,-4.05,28684319,8717606,-11.922601294827961,-134.91573700450985,51081.42857142857,53670.7
2022-08-15,Monday,August,2022,Q3,74043,84784,38196,35847,48.41,28758362,8753453,103.84043607532209,-2536.913664174031,54429.857142857145,54771.666666666664
2022-08-16,Tuesday,August,2022,Q3,74791,63853,36444,38347,51.27,28833153,8791800,1.0102237888794274,6.974084302731054,57138.142857142855,55989.433333333334
2022-08-17,Wednesday,August,2022,Q3,71822,71391,39276,32546,45.31,28904975,8824346,-3.969728978085596,-15.127650142123239,58527.42857142857,56175.933333333334
2022-08-18,Thursday,August,2022,Q3,69081,58150,36953,32128,46.51,28974056,8856474,-3.816379382361945,-1.2843360167148044,60755.57142857143,56090.76666666667
2022-08-19,Friday,August,2022,Q3,60331,74893,38125,22206,36.81,29034387,8878680,-12.666290296897841,-30.882719123505975,61090.42857142857,55647.4
2022-08-20,Saturday,August,2022,Q3,45092,42619,35592,9500,21.07,29079479,8888180,-25.25898791665976,-57.21876970188238,61640.57142857143,54759.433333333334
2022-08-21,Sunday,August,2022,Q3,34897,39069,37760,-2863,-8.2,29114376,8885317,-22.609332032289544,-130.13684210526316,61436.71428571428,54150.6
2022-08-22,Monday,August,2022,Q3,55682,57223,35104,20578,36.96,29170058,8905895,59.56099378170043,-818.7565490743974,58813.71428571428,54944.166666666664
2022-08-23,Tuesday,August,2022,Q3,67047,79369,37632,29415,43.87,29237105,8935310,20.410545598218466,42.94392069200117,57707.42857142857,55793.36666666667
2022-08-24,Wednesday,August,2022,Q3,59511,59460,37436,22075,37.09,29296616,8957385,-11.239876504541591,-24.953255141934385,55948.71428571428,55946.63333333333
2022-08-25,Thursday,August,2022,Q3,71887,68014,38458,33429,46.5,29368503,8990814,20.796155332627574,51.433748584371465,56349.57142857143,55968.933333333334
2022-08-26,Friday,August,2022,Q3,54276,56232,38037,16239,29.92,29422779,9007053,-24.49817074018946,-51.42241766131204,55484.57142857143,55374.1
2022-08-27,Saturday,August,2022,Q3,34163,39540,34740,-577,-1.69,29456942,9006476,-37.05689439162797,-103.55317445655521,53923.28571428572,54776.76666666667
2022-08-28,Sunday,August,2022,Q3,42716,37245,37960,4756,11.13,29499658,9011232,25.03585750665924,-924.2634315424609,55040.28571428572,53941.86666666667
2022-08-29,Monday,August,2022,Q3,64800,59647,38389,26411,40.76,29564458,9037643,51.69959734057497,455.3195962994113,56342.857142857145,54665.6
2022-08-30,Tuesday,August,2022,Q3,74040,73939,39672,34368,46.42,29638498,9072011,14.25925925925926,30.12759834917269,57341.857142857145,56098.36666666667
2022-08-31,Wednesday,August,2022,Q3,50928,46415,38260,12668,24.87,29689426,9084679,-31.215559157212315,-63.140130353817504,56115.71428571428,55623.0
2022-09-01,Thursday,September,2022,Q3,66964,73514,38073,28891,43.14,29756390,9113570,31.487590323594095,128.06283549100095,55412.42857142857,55577.666666666664
2022-09-02,Friday,September,2022,Q3,63851,74150,33887,29964,46.93,29820241,9143534,-4.648766501403734,3.7139593645079794,56780.28571428572,55694.8
2022-09-03,Saturday,September,2022,Q3,29998,29793,35707,-5709,-19.03,29850239,9137825,-53.0187467698235,-119.05286343612336,56185.28571428572,54875.73333333333
2022-09-04,Sunday,September,2022,Q3,35659,31619,37744,-2085,-5.85,29885898,9135740,18.871258083872267,-63.47871781397794,55177.142857142855,54174.566666666666
2022-09-05,Monday,September,2022,Q3,53420,45717,37062,16358,30.62,29939318,9152098,49.8079026332763,-884.5563549160672,53551.42857142857,54824.333333333336
2022-09-06,Tuesday,September,2022,Q3,59171,57397,34905,24266,41.01,29998489,9176364,10.765630849868968,48.34331825406528,51427.28571428572,55724.666666666664
2022-09-07,Wednesday,September,2022,Q3,47568,47265,36493,11075,23.28,30046057,9187439,-19.609268053607344,-54.36000989038161,50947.28571428572,55623.46666666667
2022-09-08,Thursday,September,2022,Q3,50907,46822,34185,16722,32.85,30096964,9204161,7.0194248234106915,50.988713318284425,48653.42857142857,55459.26666666667
2022-09-09,Friday,September,2022,Q3,68922,81591,32666,36256,52.6,30165886,9240417,35.38806058105959,116.81617031455569,49377.857142857145,55686.76666666667
2022-09-10,Saturday,September,2022,Q3,40082,42412,39549,533,1.33,30205968,9240950,-41.844403818809674,-98.5298984995587,50818.42857142857,55240.03333333333
2022-09-11,Sunday,September,2022,Q3,40239,46860,36516,3723,9.25,30246207,9244673,0.39169702110672944,598.499061913696,51472.71428571428,54648.433333333334
2022-09-12,Monday,September,2022,Q3,64908,63528,35830,29078,44.8,30311115,9273751,61.306195481995076,681.0367982809562,53113.857142857145,55437.333333333336
2022-09-13,Tuesday,September,2022,Q3,50427,52980,33815,16612,32.94,30361542,9290363,-22.310038824181923,-42.87089896141413,51864.71428571428,55907.433333333334
2022-09-14,Wednesday,September,2022,Q3,46168,38793,38207,7961,17.24,30407710,9298324,-8.44587225097666,-52.07681194317362,51664.71428571428,54978.26666666667
2022-09-15,Thursday,September,2022,Q3,48390,50116,39675,8715,18.01,30456100,9307039,4.812857390400271,9.47117196332119,51305.142857142855,54098.23333333333
2022-09-16,Friday,September,2022,Q3,67614,71719,35929,31685,46.86,30523714,9338724,39.727216367017974,263.5685599541021,51118.28571428572,53957.96666666667
2022-09-17,Saturday,September,2022,Q3,28348,31868,36768,-8420,-29.7,30552062,9330304,-58.073771704084955,-126.57408868549787,49442.0,52600.2
2022-09-18,Sunday,September,2022,Q3,32954,34438,32724,230,0.7,30585016,9330534,16.248059827853822,-102.73159144893111,48401.28571428572,51687.63333333333
2022-09-19,Monday,September,2022,Q3,60752,65256,36845,23907,39.35,30645768,9354441,84.35394792741397,10294.347826086956,47807.57142857143,52209.63333333333
2022-09-20,Tuesday,September,2022,Q3,67345,58362,34785,32560,48.35,30713113,9387001,10.852317619173025,36.194420044338486,50224.42857142857,53291.23333333333
2022-09-21,Wednesday,September,2022,Q3,56066,54577,36036,20030,35.73,30769179,9407031,-16.74808820253917,-38.48280098280098,51638.42857142857,53304.03333333333
2022-09-22,Thursday,September,2022,Q3,54992,61817,39558,15434,28.07,30824171,9422465,-1.9155994720507996,-22.945581627558663,52581.57142857143,52902.2
2022-09-23,Friday,September,2022,Q3,67025,76652,35305,31720,47.33,30891196,9454185,21.881364562118133,105.52027990151612,52497.42857142857,53152.666666666664
2022-09-24,Saturday,September,2022,Q3,35259,28463,36925,-1666,-4.73,30926455,9452519,-47.39425587467363,-105.25220680958385,53484.71428571428,51931.73333333333
2022-09-25,Sunday,September,2022,Q3,31804,36373,35093,-3289,-10.34,30958259,9449230,-9.798916588672391,97.41896758703481,53320.42857142857,51182.666666666664
2022-09-26,Monday,September,2022,Q3,57788,48556,38650,19138,33.12,31016047,9468368,81.70041504213306,-681.8789905746428,52897.0,51970.166666666664
2022-09-27,Tuesday,September,2022,Q3,64392,76046,39357,25035,38.88,31080439,9493403,11.42797812694678,30.813042115163558,52475.142857142855,52692.7
2022-09-28,Wednesday,September,2022,Q3,58642,51406,33313,25329,43.19,31139081,9518732,-8.929680705677722,1.1743559017375782,52843.142857142855,52487.433333333334
2022-09-29,Thursday,September,2022,Q3,53609,46346,33327,20282,37.83,31192690,9539014,-8.582585859963853,-19.925776777606696,52645.57142857143,51806.4
2022-09-30,Friday,September,2022,Q3,53309,52864,34817,18492,34.69,31245999,9557506,-0.5596075285866142,-8.825559609505962,50686.142857142855,51885.76666666667
2022-10-01,Saturday,October,2022,Q4,32630,30016,32637,-7,-0.02,31278629,9557499,-38.79082331313661,-100.03785420722475,50310.57142857143,50741.3
2022-10-02,Sunday,October,2022,Q4,37809,38096,33575,4234,11.2,31316438,9561733,15.871897027275516,-60585.71428571429,51168.42857142857,49873.23333333333
2022-10-03,Monday,October,2022,Q4,56645,52404,36599,20046,35.39,31373083,9581779,49.81882620540083,373.45299952763344,51005.142857142855,50761.46666666667
2022-10-04,Tuesday,October,2022,Q4,65361,72048,36504,28857,44.15,31438444,9610636,15.38705975814283,43.953906016162826,51143.57142857143,51751.53333333333
2022-10-05,Wednesday,October,2022,Q4,47758,37738,36277,11481,24.04,31486202,9622117,-26.9319624852741,-60.21415947603701,49588.71428571428,51562.8
2022-10-06,Thursday,October,2022,Q4,55318,59638,36598,18720,33.84,31541520,9640837,15.829808618451358,63.051998954794875,49832.857142857145,51434.36666666667
2022-10-07,Friday,October,2022,Q4,56858,62269,34220,22638,39.81,31598378,9663475,2.7839039733902116,20.92948717948717,50339.857142857145,51744.03333333333
2022-10-08,Saturday,October,2022,Q4,31615,31201,35477,-3862,-12.22,31629993,9659613,-44.39656688592635,-117.05981093736196,50194.857142857145,51100.96666666667
2022-10-09,Sunday,October,2022,Q4,39302,44624,33804,5498,13.99,31669295,9665111,24.314407717855445,-242.36147074054895,50408.142857142855,50113.63333333333
2022-10-10,Monday,October,2022,Q4,50120,60058,39613,10507,20.96,31719415,9675618,27.525316777772126,91.10585667515461,49476.0,50448.23333333333
2022-10-11,Tuesday,October,2022,Q4,54252,48090,33057,21195,39.07,31773667,9696813,8.24421388667198,101.72266108308747,47889.0,50915.333333333336
2022-10-12,Wednesday,October,2022,Q4,50755,58213,36005,14750,29.06,31824422,9711563,-6.445845314458454,-30.40811512149092,48317.142857142855,50443.566666666666
2022-10-13,Thursday,October,2022,Q4,68553,65027,36379,32174,46.93,31892975,9743737,35.06649591173283,118.12881355932205,50207.857142857145,51047.76666666667
2022-10-14,Friday,October,2022,Q4,52056,51251,37338,14718,28.27,31945031,9758455,-24.064592359196535,-54.254988500031075,49521.857142857145,51244.03333333333
2022-10-15,Saturday,October,2022,Q4,39129,38902,39175,-46,-0.12,31984160,9758409,-24.832872291378514,-100.31254246500882,50595.28571428572,50935.333333333336
2022-10-16,Sunday,October,2022,Q4,39574,39295,36980,2594,6.55,32023734,9761003,1.1372639218993674,-5739.130434782609,50634.142857142855,50000.666666666664
2022-10-17,Monday,October,2022,Q4,49808,41975,34134,15674,31.47,32073542,9776677,25.86041340273917,504.2405551272166,50589.57142857143,50716.0
2022-10-18,Tuesday,October,2022,Q4,62497,51527,38479,24018,38.43,32136039,9800695,25.475827176357214,53.23465611841265,51767.42857142857,51700.76666666667
2022-10-19,Wednesday,October,2022,Q4,57012,48706,38640,18372,32.22,32193051,9819067,-8.77642126822088,-23.507369472895324,52661.28571428572,51576.1
2022-10-20,Thursday,October,2022,Q4,59190,51829,32886,26304,44.44,32252241,9845371,3.8202483687644673,43.17439581972566,51323.71428571428,51304.26666666667
2022-10-21,Friday,October,2022,Q4,51939,47367,36944,14995,28.87,32304180,9860366,-12.250380131779014,-42.99346107055961,51307.0,51166.7
2022-10-22,Saturday,October,2022,Q4,37529,39091,33223,4306,11.47,32341709,9864672,-27.74408440670787,-71.28376125375124,51078.42857142857,50584.6
2022-10-23,Sunday,October,2022,Q4,39568,35488,36955,2613,6.6,32381277,9867285,5.433131711476458,-39.31723176962378,51077.57142857143,49669.36666666667
2022-10-24,Monday,October,2022,Q4,50183,52130,37849,12334,24.58,32431460,9879619,26.827234128588763,372.02449292001535,51131.142857142855,50166.833333333336
2022-10-25,Tuesday,October,2022,Q4,59583,52534,33389,26194,43.96,32491043,9905813,18.731442918916773,112.37230419977297,50714.857142857145,51092.8
2022-10-26,Wednesday,October,2022,Q4,57600,53798,33300,24300,42.19,32548643,9930113,-3.3281305070238187,-7.230663510727653,50798.857142857145,51086.53333333333
2022-10-27,Thursday,October,2022,Q4,46897,52239,33453,13444,28.67,32595540,9943557,-18.581597222222225,-44.67489711934156,49042.71428571428,50503.36666666667
2022-10-28,Friday,October,2022,Q4,59879,70412,38216,21663,36.18,32655419,9965220,27.68194127556134,61.13507884558167,50177.0,50544.6
2022-10-29,Saturday,October,2022,Q4,32711,26816,34265,-1554,-4.75,32688130,9963666,-45.37149919003324,-107.17352167289849,49488.71428571428,49848.0
2022-10-30,Sunday,October,2022,Q4,32861,34852,38119,-5258,-16.0,32720991,9958408,0.4585613402219524,238.35263835263834,48530.57142857143,49166.4
2022-10-31,Monday,October,2022,Q4,49079,47329,38826,10253,20.89,32770070,9968661,49.35333678220384,-294.99809813617344,48372.857142857145,49714.7
2022-11-01,Tuesday,November,2022,Q4,72018,64378,38321,33697,46.79,32842088,10002358,46.73893111106584,228.65502779674242,50149.28571428572,50855.0
2022-11-02,Wednesday,November,2022,Q4,60015,64921,34891,25124,41.86,32902103,10027482,-16.666666666666664,-25.441433955545,50494.28571428572,50967.333333333336
2022-11-03,Thursday,November,2022,Q4,79282,74005,35671,43611,55.01,32981385,10071093,32.10364075647756,73.58302818022608,55120.71428571428,51431.36666666667
2022-11-04,Friday,November,2022,Q4,80150,87557,38281,41869,52.24,33061535,10112962,1.0948260639237262,-3.9944050812868337,58016.57142857143,52511.1
2022-11-05,Saturday,November,2022,Q4,45835,40521,35097,10738,23.43,33107370,10123700,-42.813474734872116,-74.3533401800855,59891.42857142857,52195.0
2022-11-06,Sunday,November,2022,Q4,51218,55831,35838,15380,30.03,33158588,10139080,11.744300207265201,43.22965170422797,62513.857142857145,52007.0
2022-11-07,Monday,November,2022,Q4,66212,62551,36591,29621,44.74,33224800,10168701,29.2748643055176,92.59427828348505,64961.42857142857,53160.23333333333
2022-11-08,Tuesday,November,2022,Q4,64606,72821,33262,31344,48.52,33289406,10200045,-2.4255421977889213,5.816819148577013,63902.57142857143,54003.7
2022-11-09,Wednesday,November,2022,Q4,72817,58447,33182,39635,54.43,33362223,10239680,12.709345881187506,26.45163348647268,65731.42857142857,54760.26666666667
2022-11-10,Thursday,November,2022,Q4,89234,93497,37758,51476,57.69,33451457,10291156,22.545559416070414,29.875110382237914,67153.14285714286,55926.333333333336
